name,alias,smell,cure
预知子,圣知子、圣先子、盍、仙沼子。,（子、仁）苦、寒、无毒。,1、精神病（心气不足，精神恍惚，语言错妄，忪悸烦郁，忧悉惨戚，喜怒多风扇，健忘少睡，夜多异梦，狂不知人）。用预知子（去皮）、白茯苓、枸杞子石草蒲、茯神、柏子仁、人胡、地骨皮、远志、山药、黄精（蒸熟）、朱砂（水飞），等分为末，加炼蜜和成丸子，发芡子大。每嚼服一丸，人参汤送人。2、疠风（眉落、声变）。用预知子、雄璜各二两，共研为末。另以乳香三两，同水一斗，煮成五升后，加入药末熬成膏，收存瓶。饭前一匙，温酒调下。
牵牛子,、草金铃、盆甑草、。,（子）苦、寒、有毒。,1、大便不通。用牵牛子半生半熟，研为末。每服二钱，姜汤送下。又方：加大黄等分。又方：加生槟榔等分。2、水盅胀满。用白牵牛、黑牵牛各取头末二钱，大麦面四两，和成烧饼，临醒时烙熟食下，以茶送服。降气为验。3、水肿尿涩。用牵牛研末，每服一匙，以小便通利为度。
旋花,旋、盘根、续筋根、鼓子花、肠草、美草、天剑草、缠枝。,（花）甘、（根）辛、温、无毒。,腹中（用根），脸上黑。亦利小便，续筋骨，合刀伤，治，补，益精气。
紫葳,凌霄、陵苕、陵时、女葳、茇华、武威、瞿陵、。,（花、根）酸、微寒、无毒。（茎、叶）苦、平、无毒。,1、妇女血崩。用凌霄花为末，每服二钱，酒送下。后服四物汤。2、粪后下血。用凌霄花浸酒，随时饮服。3、消渴。用凌霄花一两，捣碎，加水一碗半，煎成一碗，分二次服下。
营实墙蘼,、山棘、牛棘、牛勒、刺花。,（一即蔷子）酸、温、无毒。（根）苦、涩、冷、无毒。,1、消渴尿多。用蔷薇根一把，水煎，每日服用。2、小儿尿床。用蔷薇根五钱，煎酒夜饮。3、口咽痛痒（发声不出）。用蔷薇根皮、射干各一两，甘草（炙）半两，每取二钱，水煎服。
月季花,月月红、胜春、瘦客、斗雪红。,甘、温、无毒。,、、敷毒。
栝楼,果裸、、天瓜、、地楼、泽姑，根名、、瑞雪。,苦、寒、无毒。,1、痰咳不止。用栝楼仁一两、文蛤七分，共研为末，以浓姜汁调成丸子，如弹子大，噙口中咽汁。又方：熟栝楼十个、明矾二两，共捣成饼，阴干，研为末，加糊做成丸子，如梧子大。每服五十至七十丸，姜汤送下。2、干咳。用熟栝楼捣烂，加蜜等分，再加白矾一钱，共熬成膏，随时口含回汁。3、痰喘气急。用栝楼二个、明矾如枣大一块，同烧存性，研细，以熟萝卜蘸食。药尽病除。
王瓜,、钩、老鸦瓜、瓞瓜、赤雹子、野、师姑草、公公须。,（根）苦、寒、无毒。（子）酸、苦、平、无毒。,1、小儿发黄。用王瓜根生捣汁，每服三合。服三次即可见效。2、黄疸变黑。用王瓜根捣汁，清晨温服一小升，午刻黄水从小便排出。如未排出，可再次服药。3、大便不通。用上方吹入肛门内。
葛,鸡齐、、黄斤。,（根）甘、辛、平、无毒。,1、伤寒（初觉头痛，内热脉洪）。用葛根四两，加水两升、豉一升，同煮成半升服。加生姜汁更好。2、烦躁热渴。用葛粉四两，拌入泡过粟米一夜的水中，煮熟，加米汤同服。3、心热吐血。用生葛根捣汁半升，一次服完。
天门冬,亦名门冬、颠勒、颠棘、天棘、万岁藤。,（根）苦、平、无毒。,1、肺痿咳嗽，吐涎，回燥而不渴。用生天门冬捣汁一斗、酒一斗、饴一升、紫苑四合，浓煎成丸子。每服一丸，如杏仁大。一天服三次。2、肺劳风热。用天门冬（去皮、心）煮食，或查干为末，加蜜做成丸子服下。3、风颠发作（耳如蝉鸣，两胁牵痛）。用天门冬（去心、皮），晒干，捣为末。每服一匙，酒送下。一天服三次。宜久服。
百部,婆妇草、野。,（根）甘、微温、无毒。,1、咳嗽。用百部根泡酒，每温服一升，一天服三次。又方：用百部、生姜，各捣汁，等分，取二合煎服。又方：用百部藤根捣自然汁，加蜜等分，以沸汤煎成膏，噙咽。2、遍身黄肿。用新鲜百部根，洗净，捣烂，敷脐上，以糯米饭半升，拌水酒半合，揉软，盖在药上，外用布包好。一、二天之后，口内有酒气，水从小便出，肿亦渐消。3、熏衣虱。和百部、秦艽，共研为末，烧烟熏衣，虱自落。用上两药煮汤洗亦可。
何首乌,交藤、、地精、陈知白、厂、藤、九真藤、赤葛、疮帚、红内消。,（根）苦、涩、微温、无毒。,1、骨软风疾（腰膝疼痛，遍身瘙痒，行步困难）。用何首乌（以有花纹者为最好）、牛膝各一斤，同在好酒中泡七夜，取出晒干，捣烂，加枣肉和成丸子，如梧子大。每服三十至五十丸。空心服，酒送下。2、皮里作痛（不知痛在何处）。用何首乌末，姜汁调成膏涂搽，搽后用布包住，以火烘鞋底熨按。3、自汗不止。用何首乌末，调唾液，封脐上。
萆解,赤节、百枝、木、白。,（根）苦、平、无毒。,1、腰脚痹软。用萆解二十四分、杜仲八分，一起捣烂、筛过。每天清晨用温酒冲服一匙。忌食牛肉。2、小便频数。用川萆解一斤，研为末，加酒、糊做成丸子，如梧子大。每服七十丸，盐酒送下。3、白浊（漩面如油，澄下如膏）。用萆解、石菖蒲、益智仁、乌药等分，每服四钱，加水一碗、盐一小撮，煎至七成，饭前温服。一天服一次，盐酒送下。
菝葜,菝、金刚根、、草。,（根）甘、酸、平、温、无毒。,1、小便频数。用菝葜根研为末，每服三钱，睡时温酒送下。2、赤白痢。用菝葜根、腊茶，等分为末，加白梅肉捣匀，做成丸子，如芡子大。每服五至七丸，小儿三丸。白痢，甘草汤送下；赤痢，乌梅汤送下。3、沙石淋。用菝葜根二两，研为末，每服二钱，米汤送下。服后用地椒煎汤浴腰腹，须臾即通。
土茯苓,土、刺、山猪粪、草、、、硬饭、山地栗。,（根）甘、淡、平、无毒。,1、梅毒。用土茯苓四两、皂角子七个，煎水代茶饮。2、骨挛痈漏（筋骨疼痛，溃烂成痈，积年累月，终身成为废疾）。用土茯苓一两，有热加黄苓、黄连，气虚加四君子汤，血虚加四物汤，煎水代茶饮。又方：用土茯苓四两、四物汤一两、皂角子七个、川椒四十九粒、灯心七根，煎水代茶饮。3、瘰疬溃烂。用土茯苓切片，或研为末，水煎服，或加在粥内吃下。多吃为好。
白蔹,、、核、儿卵、。,（根）苦、平、无毒。,1、疔疮初起。用水调白蔹末涂搽。2、一切痈肿。用白蔹、赤小豆、网草，共研为末，加鸡蛋白调匀涂搽。又方：用白蔹二分、藜芦一分，共研为末，酒调涂搽。一天三次。3、脸上粉刺。用白蔹二分、藜芦一分，共研末，酒调涂搽。一天三次。
山豆根,、黄结、。,甘、寒、无毒。,1、急黄。用山豆根末，水送服二钱。2、赤白痢。用山豆根末，加蜜做成丸子，如梧子大。每服二十丸，空心服，白开水送下。三服后即可止痢。3、水盅腹大，皮肤变黑。用山豆根研为末，酒送服二钱。
黄药子,木药子、大苦、、。,（根）苦、平、无毒。,1、项瘿。用黄药子一斤，洗净，锉细，泡酒一斗，每日早晚饮酒一杯。忌一切毒物，并须戒怒。2、咯血、吐血。用蒲黄、黄药子，等分为末，放手掌上，频频舐食。又方：用黄药子、汉防已各一两，共研为末。每服一钱，饭后服，小麦汤调下。一天服二次。3、天泡水疮。用黄药子研末涂搽。
白药子,暂无,（根）辛、温、无毒。,1、风痰上雍。用白药三两、黑牵牛半两，同炒香，去牵牛一半后，共研为末，加防风末三两，和匀。每服一钱，茶送下。2、咽喉肿痛。用白药末一两、龙脑一分，加蜜和成丸子，如芡子大。每次含咽一丸。3、吐血不止。用白药烧存性，每服三钱，糯米汤送下。
威灵仙,（根）苦、温、无毒。,暂无,暂无
茜草,茅搜、茹、地血、染绯草、血见悉、风车草、、牛蔓。,（根）苦、寒、无毒。,1、吐血。用茜根一两，捣成末。每服二钱，水煎，冷却，用水调末二钱服亦可。2、妇女经闭。用茜根一两，煎酒服。3、盅毒（吐血、下血如猪肝）用茜草根、蓑荷叶各三分，加水四升，煮成二升服。
防己,、石解。,辛、平、无毒。,1、皮肤水肿（水气在皮肤中，按之下陷，但不怕风）。用防己、黄芪、桂枝各三两，茯苓六两，甘草三两，混合后，每取一两，加水一升，煎成半升服下。一天服二次，此方名“防己茯苓汤”。2、关节风湿微肿。用防己一两、黄芪二两二钱半、白术七钱半、炙甘草半两，共锉为末。每取五钱，加生姜四片、枣一枚，水一碗半，煎至八成，温服。过一段时候再服。此方名“防己黄芪汤”。3、小便淋涩。用木防己、防风、葵子各二两，捣碎加水五升，煮成二升半，分三次服。此方名“三物木防己汤”。
通草,、附支、丁翁、万年藤，子名燕覆。,辛、平、无毒。,上能通心清肌、治、利，下能泄、利小便、通，治遍身拘痛。通草根：可治项下瘿瘤。通草子：厚肠胃，令人能食，止渴，利小便。
通脱木,、活夺、离南。,甘、淡、寒、无毒。,，明目，泻肺，利小便。
钩藤,甘、微寒、无毒。,暂无,暂无
白英,谷菜、、白幕、排风，子名。,（根、苗）甘、寒、无毒。,1、风疹、丹毒、瘴疟。用白英煮汁饮服。2、目赤头眩（风热上攻，眼花面肿）。用白英子（鬼目）（焙）、甘草（炙）、菊花（焙）各一两，共研为末。每服二钱，临醒时温水送下。
乌蔹莓,五叶莓、茏草、拔、茏葛、、赤泼藤。,酸、苦、寒、无毒。,1、小便尿血。用乌蔹莓阴干，研为末。每服二钱，开水送下。2、颈下热肿（俗名蛤蟆瘟）。用乌蔹莓捣烂敷涂。3、乳痈、恶疮初起。用乌蔹莓的藤或根一把、生姜一块。一起捣烂，加好酒一碗，绞取汁，热服令发汗，同时以药渣敷患处。方中的生姜，用大蒜代亦可。
律草,勒草、葛勒蔓、来莓草。,甘、苦、寒、无毒。,1、小便石淋。取律草根汁一升饮服，石当出，不出再服。2、小便膏淋。取律草根生汁三升、醋二合，混匀一次服下。3、尿血。治方同上。
络石,石鲮、石藤、悬石、耐冬、云花、云丹云英、、云珠。,苦、温、无毒。,1、小便白浊。用络石、人参、茯苓各二两，龙骨（煅）一两，共研为末。每服二钱，空心服，米汤送下。一天服二次。2、喉痹肿塞，喘息不通。用络石草一两，加水一升，煎成一大碗，细细饮下。3、痈疽热痛。用络石茎叶一两，洗净晒干，皂荚刺一两，新瓦上炒黄，甘草节半两，大栝楼一个（取仁，炒香），乳香、没药各三钱。各药混合后，每取二钱，加水一碗、酒半碗，慢火煎成一碗，温服。
木莲,、、鬼馒头。,（叶）酸、平、无毒。（果实）甘、平、涩、无毒。,1、遗精。用木莲（炒）、白牵牛，等分为末，每服二钱，米汤调下。2、肾囊肿大。用木莲烧存性，研为末，酒送服二钱。又方：木莲子、小茴香，等分为末。每服二钱，空心服，酒送下。3、大便下血。用木莲（烧）、枳壳（炒），等分为末。每服二钱，槐花酒送下。又方：用木莲，棕榈皮，各烧存性，加乌梅（去核）、粉草（炙），等分为末。每取二钱，加水一碗煎服。
忍冬,金藤、藤、鹭鸶藤，老翁须、左缠藤、、通灵草、蜜桶藤、。,甘、温、无毒。,1、痔瘘。用忍冬全草（或根、茎、花、叶皆可）不拘多少，泡酒中，煨一夜，取出晒干，加甘草少许，共研为末，用泡药的酒调面和药糊成丸子，如梧子大。每服五十至百丸，开水或酒送下。此方名“忍冬丸”。2、一切肿毒（不问已溃未溃，或是初起发热）。用忍冬的花及茎叶，取自然汁半碗煎至八成服下。同时用药渣敷患处。3、疔疮便毒，喉痹乳蛾。治方同上。
藤类概述,暂无,暂无,暂无
泽泻,水泻、鹄泻、及泻、渝、芒、禹孙。,（根）甘、寒、无毒。,1、水湿肿胀。用白术、泽泻各一两，做成丸子。每服三钱，茯苓汤送下。2、暑天吐泻（头晕，渴饮，小便不利）。用泽泻、白术，白茯苓各三钱，加水一碗、姜五片、类灯心十根，煎至八成，温服。
羊蹄,蓄、秃菜、败毒菜、牛舌菜、、、东方宿、连虫陆、芹，子名。,（根）苦、寒、无毒。,1、结肠（便闭）。用羊蹄根一两，加水一大碗，煎至六成，温服。2、肠风下血。用羊蹄根洗净，切细，加连皮老姜各半碗，是炒赤，以酒淬过，去渣，适量饮服。3、喉痹。用羊蹄根，在陈醋中研成泥。先以布把喉外擦红，再把药涂上。
酸模,山、、餮芜、酸母、修、当药。,酸、寒、无毒。,治疥，去汗斑，杀小虫。
菖蒲,昌阳、尧、。,（根）辛、温、无毒。,1、癫阐风疾。用菖蒲捣成末。秤三钱。2、喉痹肿痛。用菖蒲根嚼汁，烧铁秤锤淬酒一杯饮服。3、鼓胀（食积、气积、或血积）。用石菖蒲八两，锉细，斑蝥四两，去翅足，同炒黄后，去掉斑蝥，研为细末，加醋、糊做成丸子，如梧子大。每服三十至五十丸，温水送下。
菰,茭草、蒋草。,（笋）甘、冷滑、无毒。,（菰笋，一名茭笋、茭白、菰菜）利大小便，止热痢，除目黄，止渴。（菰根）大寒，治消渴、肠胃痼热。外敷治蛇伤，疮毒。
水萍,辛、寒、无毒。,暂无,暂无
苹,苤菜、、。,甘、寒、滑、无毒。,利小便，治毒疮，止。
萍蓬草,水、。,（子）甘、涩、平、无毒。（根）甘、寒、无毒。,厚、力。
水藻,甘、大寒、滑、无毒。,捣汁服，去、热痢；捣烂敷，治热疮游疹。,暂无
海藻,单、落首、海萝。,苦、咸、寒、无毒。,1、项下瘰疬。用海藻一斤，装薄布袋中，泡酒二升。每服二合，一天服三次。药渣晒干，研为末，每服一匙。一天服三次，此酒名“海藻酒”连服几剂，即消瘰疬。2、蛇盘瘰疬，头项交接。用海藻（荞面炒）、白僵蚕（炒），等分为末，加白梅汤调成丸子，如梧子大。每服六十丸，米汤送下。毒气必泄。
昆布,纶布。,咸、寒、滑、无毒。,1、瘿气结核，瘰疬肿硬。用昆布一两，洗其咸汁，晒干为末。每取一钱，以棉裹好，放醋中浸过，口含咽汁味尽即换。2、项下渐肿成瘿。用昆布、海藻，等分为末，加蜜做成丸子，如杏核大。随时含咽。
石斛,石、、禁生、林兰、杜兰。,甘、平、无毒。,胃中、、疽排脓内塞。
骨碎补,猴姜、猢狲姜、石、石奄间。,苦、温、无毒。,1、虚气攻牙，齿痛血出。用骨碎补二两，锉细，慢火炒黑，研为末，常以擦齿，有口津，吐出或咽下均可。2、耳鸣耳闭。用骨碎补削作细条，炮过，乘热寒耳中。3、屙血。用骨碎补（烧存性）五钱，酒或米汤送下。
石韦,石革、、。,苦、平、无毒。,1、小便淋痛。用石韦、滑石，等分为末，每取一小撮，水送服。2、便前有血。用石韦研为末，以茄子枝煎汤送服二钱。3、气热咳嗽。用石韦、槟榔，等分为末，每服二钱，姜汤送下。
金星草,金钏草、、。,苦、寒、无毒。,，，消疮，解。用根泡油涂头上，能大生。
景天,慎火、戒火、据火、护火、辟火、火母。,苦、平、无毒。,1、小儿惊风。用景天（干）半两、麻黄、丹参、白术各二钱半，共研为末。每服半钱，浆水调服。三、四岁的小儿可服一钱。2、婴儿风疹及疮毒。用景天苗叶五两和盐三两，同研细，绞取汁，以热手抹涂。一天两次。3、热毒丹疮。用景天捣汁涂搽。一昼夜宜搽一、二十次。
虎耳草,。,微苦、辛、寒、有小毒。,1、耳出脓。用虎耳草捣汗滴耳内。2、痔疮肿痛。用虎耳草阴干，烧烟放桶中熏疮痛处。
石胡荽,、野园荽、、。,辛、寒、无毒。,1、痰喘。用石胡荽左杨汁，和酒服。2、目疾，翳障（目赤肿胀，羞明昏暗，隐涩疼痛，眵泪风痒，鼻塞头痛，外翳扳睛）。用石胡荽（晒干）二钱，青黛、川芎各一钱，共研为末。先含水一口，取药末如米大一小撮嗅入鼻内，以泪出为度。有的配方中减去青黛。此方名为“碧云散”。3、塞鼻治翳。治法总结为诗歌一首：赤眼之余翳忽生，草中鹅不食为名，塞入鼻内频频换，三日之间复旧明。
螺旋草,。,辛。,1、吐血、鼻血。用镜面草，洗净。捣烂，泡酒服。2、小儿头疮。用镜面草晒干为末，加轻粉、麻油敷搽，有效。3、手指肿痛。用镜面草捣烂涂搽。
酢浆草,、三、三角酸、酸母、母、酸箕、鸠酸、雀林草、小酸茅、赤孙施。,酸、寒、无毒。,1、小便血淋。用酢浆草捣汁，煎五苓散服下。2、二便不通。用酢浆草一把、车前草一把，共捣取汁，加砂糖一钱调服。不通可再服。3、赤白带下。用酢浆草阴干，研为末。每取三匙，空心服，温酒送下。
地锦,地朕、地噤、夜光、承夜、、、血风草、蚁草、雀儿卧单、酱瓣草、猢孙头草。,辛、平、无毒。,1、赤白痢。用地锦草洗净、晒干，研为末，米汤送服一钱。2、妇女血崩。用嫩地锦草蒸熟，加油、盐、姜调食，并喝一、二杯送下。又言：地锦草阴干，研为末，姜、酒调服一、二钱，一服即可止崩。3、小便血淋。用地锦草加水捣服。
陟厘,侧、水苔、石发、石衣、水衣、水棉、潭。,甘、大温、无毒。,强，止泄痢。捣烂可涂治游疹。
昨叶何草,甘、酸、寒、无毒。,暂无,暂无
土马,甘、酸、寒、无毒。,暂无,暂无
卷柏,万岁、长生不死草、足、求股、交时。,辛、平、无毒。,咳逆，，淋结。生用。炙用。
石松,苦、辛、温、无毒。,久患，脚膝疼冷，。,暂无
马勃,批、马譬、灰、牛屎菰。,辛、平、无毒。,1、咽喉肿痛，不能咽物。用马勃一分、蛇蜕一条，浇为末，棉裹一钱，含咽。2、失音。用马勃、马牙硝，等分为末，加沙糖和成丸子，如芡子大。噙口内。3、久咳。用马勃研为末，加蜜做成丸子，如梧子大。每服二十丸，白汤送下。
